,movie,year,imdb,votes,metascore
1700,The Dark Knight,(2008),9.0,2078768,84
1701,Breaking Bad,(2008–2013),9.5,1232827,NaN
1702,WALL·E,(2008),8.4,912884,95
1703,Iron Man,(2008),7.9,870618,79
1704,Slumdog Millionaire,(2008),8.0,749684,86
1705,Gran Torino,(2008),8.1,672762,72
1706,The Curious Case of Benjamin Button,(2008),7.8,541851,70
1707,Taken,(I) (2008),7.8,539945,51
1708,Hancock,(2008),6.4,414123,49
1709,The Incredible Hulk,(2008),6.7,405109,61
1710,Twilight,(I) (2008),5.2,396116,56
1711,Indiana Jones and the Kingdom of the Crystal Skull,(2008),6.2,394947,65
1712,The Hurt Locker,(2008),7.6,394128,94
1713,Kung Fu Panda,(2008),7.6,383581,73
1714,Quantum of Solace,(2008),6.6,378895,58
1715,In Bruges,(2008),7.9,363120,67
1716,Tropic Thunder,(2008),7.0,352988,71
1717,Cloverfield,(2008),7.0,352343,64
1718,Wanted,(2008),6.7,341312,64
1719,Yes Man,(2008),6.8,311911,46
1720,Pineapple Express,(2008),7.0,295056,64
1721,Burn After Reading,(2008),7.0,288708,63
1722,The Wrestler,(2008),7.9,277792,81
1723,Jumper,(2008),6.1,273029,35
1724,Seven Pounds,(2008),7.6,269353,36
1725,Forgetting Sarah Marshall,(2008),7.2,248565,67
1726,Step Brothers,(2008),6.9,247928,51
1727,Hellboy II: The Golden Army,(2008),7.0,242563,78
1728,Sons of Anarchy,(2008–2014),8.6,232249,NaN
1729,Vicky Cristina Barcelona,(2008),7.1,228447,70
1730,Changeling,(2008),7.7,223780,63
1731,RocknRolla,(2008),7.3,220532,53
1732,True Blood,(2008–2014),7.9,219659,NaN
1733,The Reader,(2008),7.6,218503,58
1734,Valkyrie,(2008),7.1,214561,56
1735,21,(2008),6.8,214415,48
1736,Role Models,(2008),6.8,211909,61
1737,Fringe,(2008–2013),8.4,207572,NaN
1738,Rambo,(2008),7.0,202651,46
1739,Body of Lies,(2008),7.1,200125,57
1740,Yip Man,(2008),8.0,196800,59
1741,Låt den rätte komma in,(2008),7.9,195654,82
1742,Mamma Mia!,(2008),6.4,194898,51
1743,Get Smart,(2008),6.5,190818,54
1744,Death Race,(2008),6.4,188317,43
1745,The Happening,(2008),5.0,186896,34
1746,Madagascar: Escape 2 Africa,(2008),6.7,185495,61
1747,The Chronicles of Narnia: Prince Caspian,(2008),6.5,180242,62
1748,Revolutionary Road,(2008),7.3,179201,69
1749,You Don't Mess with the Zohan,(2008),5.5,178322,54
1750,The Dark Knight,(2008),9.0,2078768,84
1751,Breaking Bad,(2008–2013),9.5,1232827,NaN
1752,WALL·E,(2008),8.4,912884,95
1753,Iron Man,(2008),7.9,870618,79
1754,Slumdog Millionaire,(2008),8.0,749684,86
1755,Gran Torino,(2008),8.1,672762,72
1756,The Curious Case of Benjamin Button,(2008),7.8,541851,70
1757,Taken,(I) (2008),7.8,539945,51
1758,Hancock,(2008),6.4,414123,49
1759,The Incredible Hulk,(2008),6.7,405109,61
1760,Twilight,(I) (2008),5.2,396116,56
1761,Indiana Jones and the Kingdom of the Crystal Skull,(2008),6.2,394947,65
1762,The Hurt Locker,(2008),7.6,394128,94
1763,Kung Fu Panda,(2008),7.6,383581,73
1764,Quantum of Solace,(2008),6.6,378895,58
1765,In Bruges,(2008),7.9,363120,67
1766,Tropic Thunder,(2008),7.0,352988,71
1767,Cloverfield,(2008),7.0,352343,64
1768,Wanted,(2008),6.7,341312,64
1769,Yes Man,(2008),6.8,311911,46
1770,Pineapple Express,(2008),7.0,295056,64
1771,Burn After Reading,(2008),7.0,288708,63
1772,The Wrestler,(2008),7.9,277792,81
1773,Jumper,(2008),6.1,273029,35
1774,Seven Pounds,(2008),7.6,269353,36
1775,Forgetting Sarah Marshall,(2008),7.2,248565,67
1776,Step Brothers,(2008),6.9,247928,51
1777,Hellboy II: The Golden Army,(2008),7.0,242563,78
1778,Sons of Anarchy,(2008–2014),8.6,232249,NaN
1779,Vicky Cristina Barcelona,(2008),7.1,228447,70
1780,Changeling,(2008),7.7,223780,63
1781,RocknRolla,(2008),7.3,220532,53
1782,True Blood,(2008–2014),7.9,219659,NaN
1783,The Reader,(2008),7.6,218503,58
1784,Valkyrie,(2008),7.1,214561,56
1785,21,(2008),6.8,214415,48
1786,Role Models,(2008),6.8,211909,61
1787,Fringe,(2008–2013),8.4,207572,NaN
1788,Rambo,(2008),7.0,202651,46
1789,Body of Lies,(2008),7.1,200125,57
1790,Yip Man,(2008),8.0,196800,59
1791,Låt den rätte komma in,(2008),7.9,195654,82
1792,Mamma Mia!,(2008),6.4,194898,51
1793,Get Smart,(2008),6.5,190818,54
1794,Death Race,(2008),6.4,188317,43
1795,The Happening,(2008),5.0,186896,34
1796,Madagascar: Escape 2 Africa,(2008),6.7,185495,61
1797,The Chronicles of Narnia: Prince Caspian,(2008),6.5,180242,62
1798,Revolutionary Road,(2008),7.3,179201,69
1799,You Don't Mess with the Zohan,(2008),5.5,178322,54
1800,Inglourious Basterds,(2009),8.3,1126841,69
1801,Avatar,(2009),7.8,1050170,83
1802,Up,(2009),8.2,852083,88
1803,The Hangover,(2009),7.7,672595,73
1804,District 9,(2009),7.9,606436,81
1805,Star Trek,(2009),8.0,557634,82
1806,Sherlock Holmes,(2009),7.6,550746,57
1807,Zombieland,(2009),7.6,461641,73
1808,Watchmen,(2009),7.6,456892,56
1809,(500) Days of Summer,(2009),7.7,442419,76
1810,X-Men Origins: Wolverine,(2009),6.6,439811,40
1811,Harry Potter and the Half-Blood Prince,(2009),7.6,421515,78
1812,Transformers: Revenge of the Fallen,(2009),6.0,366085,35
1813,2012,(I) (2009),5.8,329473,49
1814,Terminator Salvation,(2009),6.6,321996,49
1815,Modern Family,(2009– ),8.4,314699,NaN
1816,Moon,(2009),7.9,312983,67
1817,3 Idiots,(2009),8.4,303024,67
1818,Up in the Air,(I) (2009),7.4,301765,83
1819,The Proposal,(I) (2009),6.7,273936,48
1820,The Blind Side,(2009),7.7,268605,53
1821,The Vampire Diaries,(2009–2017),7.7,263082,NaN
1822,Public Enemies,(2009),7.0,262471,70
1823,Angels & Demons,(2009),6.7,253875,48
1824,Law Abiding Citizen,(2009),7.4,253655,34
1825,The Twilight Saga: New Moon,(2009),4.7,249610,44
1826,Fast & Furious,(2009),6.6,243606,46
1827,Hachi: A Dog's Tale,(2009),8.1,224956,NaN
1828,Knowing,(2009),6.2,209383,41
1829,The Road,(I) (2009),7.3,208618,64
1830,Ice Age: Dawn of the Dinosaurs,(2009),7.0,205266,50
1831,Män som hatar kvinnor,(2009),7.8,198453,76
1832,Mr. Nobody,(2009),7.8,198337,63
1833,G.I. Joe: The Rise of Cobra,(2009),5.8,191418,32
1834,The Ugly Truth,(2009),6.4,190954,28
1835,Cloudy with a Chance of Meatballs,(2009),7.0,187137,66
1836,"I Love You, Man",(2009),7.0,186032,70
1837,Coraline,(2009),7.7,179190,80
1838,Parks and Recreation,(2009–2015),8.6,178839,NaN
1839,Fantastic Mr. Fox,(2009),7.9,177803,83
1840,Drag Me to Hell,(2009),6.6,177636,83
1841,Orphan,(2009),7.0,176312,42
1842,Community,(2009–2015),8.5,175885,NaN
1843,The Taking of Pelham 123,(2009),6.4,174052,55
1844,El secreto de sus ojos,(2009),8.2,173977,80
1845,17 Again,(2009),6.4,168032,48
1846,Surrogates,(2009),6.3,163691,45
1847,Night at the Museum: Battle of the Smithsonian,(2009),6.0,161833,42
1848,Mary and Max,(2009),8.1,151623,NaN
1849,He's Just Not That Into You,(2009),6.4,150195,47
1850,Inglourious Basterds,(2009),8.3,1126841,69
1851,Avatar,(2009),7.8,1050170,83
1852,Up,(2009),8.2,852083,88
1853,The Hangover,(2009),7.7,672595,73
1854,District 9,(2009),7.9,606436,81
1855,Star Trek,(2009),8.0,557634,82
1856,Sherlock Holmes,(2009),7.6,550746,57
1857,Zombieland,(2009),7.6,461641,73
1858,Watchmen,(2009),7.6,456892,56
1859,(500) Days of Summer,(2009),7.7,442419,76
1860,X-Men Origins: Wolverine,(2009),6.6,439811,40
1861,Harry Potter and the Half-Blood Prince,(2009),7.6,421515,78
1862,Transformers: Revenge of the Fallen,(2009),6.0,366085,35
1863,2012,(I) (2009),5.8,329473,49
1864,Terminator Salvation,(2009),6.6,321996,49
1865,Modern Family,(2009– ),8.4,314699,NaN
1866,Moon,(2009),7.9,312983,67
1867,3 Idiots,(2009),8.4,303029,67
1868,Up in the Air,(I) (2009),7.4,301765,83
1869,The Proposal,(I) (2009),6.7,273936,48
1870,The Blind Side,(2009),7.7,268605,53
1871,The Vampire Diaries,(2009–2017),7.7,263085,NaN
1872,Public Enemies,(2009),7.0,262471,70
1873,Angels & Demons,(2009),6.7,253875,48
1874,Law Abiding Citizen,(2009),7.4,253655,34
1875,The Twilight Saga: New Moon,(2009),4.7,249610,44
1876,Fast & Furious,(2009),6.6,243606,46
1877,Hachi: A Dog's Tale,(2009),8.1,224956,NaN
1878,Knowing,(2009),6.2,209384,41
1879,The Road,(I) (2009),7.3,208618,64
1880,Ice Age: Dawn of the Dinosaurs,(2009),7.0,205266,50
1881,Män som hatar kvinnor,(2009),7.8,198453,76
1882,Mr. Nobody,(2009),7.8,198337,63
1883,G.I. Joe: The Rise of Cobra,(2009),5.8,191418,32
1884,The Ugly Truth,(2009),6.4,190954,28
1885,Cloudy with a Chance of Meatballs,(2009),7.0,187137,66
1886,"I Love You, Man",(2009),7.0,186032,70
1887,Coraline,(2009),7.7,179190,80
1888,Parks and Recreation,(2009–2015),8.6,178839,NaN
1889,Fantastic Mr. Fox,(2009),7.9,177803,83
1890,Drag Me to Hell,(2009),6.6,177636,83
1891,Orphan,(2009),7.0,176312,42
1892,Community,(2009–2015),8.5,175885,NaN
1893,The Taking of Pelham 123,(2009),6.4,174052,55
1894,El secreto de sus ojos,(2009),8.2,173977,80
1895,17 Again,(2009),6.4,168032,48
1896,Surrogates,(2009),6.3,163691,45
1897,Night at the Museum: Battle of the Smithsonian,(2009),6.0,161833,42
1898,Mary and Max,(2009),8.1,151623,NaN
1899,He's Just Not That Into You,(2009),6.4,150195,47
1900,Inglourious Basterds,(2009),8.3,1126841,69
1901,Avatar,(2009),7.8,1050170,83
1902,Up,(2009),8.2,852083,88
1903,The Hangover,(2009),7.7,672595,73
1904,District 9,(2009),7.9,606436,81
1905,Star Trek,(2009),8.0,557634,82
1906,Sherlock Holmes,(2009),7.6,550746,57
1907,Zombieland,(2009),7.6,461641,73
1908,Watchmen,(2009),7.6,456892,56
1909,(500) Days of Summer,(2009),7.7,442419,76
1910,X-Men Origins: Wolverine,(2009),6.6,439811,40
1911,Harry Potter and the Half-Blood Prince,(2009),7.6,421515,78
1912,Transformers: Revenge of the Fallen,(2009),6.0,366085,35
1913,2012,(I) (2009),5.8,329473,49
1914,Terminator Salvation,(2009),6.6,321996,49
1915,Modern Family,(2009– ),8.4,314699,NaN
1916,Moon,(2009),7.9,312983,67
1917,3 Idiots,(2009),8.4,303029,67
1918,Up in the Air,(I) (2009),7.4,301765,83
1919,The Proposal,(I) (2009),6.7,273936,48
1920,The Blind Side,(2009),7.7,268605,53
1921,The Vampire Diaries,(2009–2017),7.7,263085,NaN
1922,Public Enemies,(2009),7.0,262471,70
1923,Angels & Demons,(2009),6.7,253875,48
1924,Law Abiding Citizen,(2009),7.4,253655,34
1925,The Twilight Saga: New Moon,(2009),4.7,249610,44
1926,Fast & Furious,(2009),6.6,243606,46
1927,Hachi: A Dog's Tale,(2009),8.1,224956,NaN
1928,Knowing,(2009),6.2,209384,41
1929,The Road,(I) (2009),7.3,208618,64
1930,Ice Age: Dawn of the Dinosaurs,(2009),7.0,205266,50
1931,Män som hatar kvinnor,(2009),7.8,198453,76
1932,Mr. Nobody,(2009),7.8,198337,63
1933,G.I. Joe: The Rise of Cobra,(2009),5.8,191418,32
1934,The Ugly Truth,(2009),6.4,190954,28
1935,Cloudy with a Chance of Meatballs,(2009),7.0,187137,66
1936,"I Love You, Man",(2009),7.0,186032,70
1937,Coraline,(2009),7.7,179190,80
1938,Parks and Recreation,(2009–2015),8.6,178839,NaN
1939,Fantastic Mr. Fox,(2009),7.9,177803,83
1940,Drag Me to Hell,(2009),6.6,177636,83
1941,Orphan,(2009),7.0,176312,42
1942,Community,(2009–2015),8.5,175885,NaN
1943,The Taking of Pelham 123,(2009),6.4,174052,55
1944,El secreto de sus ojos,(2009),8.2,173977,80
1945,17 Again,(2009),6.4,168032,48
1946,Surrogates,(2009),6.3,163691,45
1947,Night at the Museum: Battle of the Smithsonian,(2009),6.0,161833,42
1948,Mary and Max,(2009),8.1,151623,NaN
1949,He's Just Not That Into You,(2009),6.4,150195,47
1950,Inglourious Basterds,(2009),8.3,1126841,69
1951,Avatar,(2009),7.8,1050170,83
1952,Up,(2009),8.2,852083,88
1953,The Hangover,(2009),7.7,672595,73
1954,District 9,(2009),7.9,606436,81
1955,Star Trek,(2009),8.0,557634,82
1956,Sherlock Holmes,(2009),7.6,550746,57
1957,Zombieland,(2009),7.6,461641,73
1958,Watchmen,(2009),7.6,456892,56
1959,(500) Days of Summer,(2009),7.7,442419,76
1960,X-Men Origins: Wolverine,(2009),6.6,439811,40
1961,Harry Potter and the Half-Blood Prince,(2009),7.6,421515,78
1962,Transformers: Revenge of the Fallen,(2009),6.0,366085,35
1963,2012,(I) (2009),5.8,329473,49
1964,Terminator Salvation,(2009),6.6,321996,49
1965,Modern Family,(2009– ),8.4,314699,NaN
1966,Moon,(2009),7.9,312983,67
1967,3 Idiots,(2009),8.4,303029,67
1968,Up in the Air,(I) (2009),7.4,301765,83
1969,The Proposal,(I) (2009),6.7,273936,48
1970,The Blind Side,(2009),7.7,268605,53
1971,The Vampire Diaries,(2009–2017),7.7,263082,NaN
1972,Public Enemies,(2009),7.0,262471,70
1973,Angels & Demons,(2009),6.7,253875,48
1974,Law Abiding Citizen,(2009),7.4,253655,34
1975,The Twilight Saga: New Moon,(2009),4.7,249610,44
1976,Fast & Furious,(2009),6.6,243606,46
1977,Hachi: A Dog's Tale,(2009),8.1,224956,NaN
1978,Knowing,(2009),6.2,209384,41
1979,The Road,(I) (2009),7.3,208618,64
1980,Ice Age: Dawn of the Dinosaurs,(2009),7.0,205266,50
1981,Män som hatar kvinnor,(2009),7.8,198453,76
1982,Mr. Nobody,(2009),7.8,198337,63
1983,G.I. Joe: The Rise of Cobra,(2009),5.8,191418,32
1984,The Ugly Truth,(2009),6.4,190954,28
1985,Cloudy with a Chance of Meatballs,(2009),7.0,187137,66
1986,"I Love You, Man",(2009),7.0,186032,70
1987,Coraline,(2009),7.7,179190,80
1988,Parks and Recreation,(2009–2015),8.6,178839,NaN
1989,Fantastic Mr. Fox,(2009),7.9,177803,83
1990,Drag Me to Hell,(2009),6.6,177636,83
1991,Orphan,(2009),7.0,176312,42
1992,Community,(2009–2015),8.5,175886,NaN
1993,The Taking of Pelham 123,(2009),6.4,174052,55
1994,El secreto de sus ojos,(2009),8.2,173977,80
1995,17 Again,(2009),6.4,168032,48
1996,Surrogates,(2009),6.3,163691,45
1997,Night at the Museum: Battle of the Smithsonian,(2009),6.0,161833,42
1998,Mary and Max,(2009),8.1,151623,NaN
1999,He's Just Not That Into You,(2009),6.4,150195,47
2000,Inception,(2010),8.8,1852305,74
2001,Shutter Island,(2010),8.1,1012435,63
2002,The Walking Dead,(2010– ),8.3,791787,NaN
2003,Sherlock,(2010– ),9.1,715835,NaN
2004,Toy Story 3,(2010),8.3,691316,92
2005,Iron Man 2,(2010),7.0,662597,57
2006,Black Swan,(2010),8.0,651557,79
2007,How to Train Your Dragon,(2010),8.1,614823,74
2008,The King's Speech,(2010),8.0,595877,88
2009,The Social Network,(2010),7.7,570864,95
2010,Kick-Ass,(2010),7.6,499060,66
2011,Despicable Me,(2010),7.7,467022,72
2012,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,428270,65
2013,Tangled,(2010),7.8,368688,71
2014,Alice in Wonderland,(I) (2010),6.5,360146,53
2015,Scott Pilgrim vs. the World,(2010),7.5,341233,69
2016,Easy A,(2010),7.1,332027,72
2017,127 Hours,(2010),7.6,325547,82
2018,The Town,(2010),7.6,323929,74
2019,The Fighter,(I) (2010),7.8,317663,79
2020,The Expendables,(2010),6.5,308902,45
2021,Due Date,(2010),6.5,304583,51
2022,Tron,(2010),6.8,297151,49
2023,True Grit,(2010),7.6,285441,80
2024,Salt,(2010),6.4,278107,65
2025,The Book of Eli,(2010),6.9,272852,53
2026,RED,(2010),7.1,272420,60
2027,Clash of the Titans,(2010),5.8,257067,39
2028,Prince of Persia: The Sands of Time,(2010),6.6,256210,50
2029,Insidious,(I) (2010),6.9,255918,52
2030,Robin Hood,(2010),6.6,240270,53
2031,The A-Team,(2010),6.8,236005,47
2032,The Other Guys,(2010),6.7,222642,64
2033,The Twilight Saga: Eclipse,(2010),5.0,212578,58
2034,Grown Ups,(I) (2010),6.0,211792,30
2035,Megamind,(2010),7.3,208887,63
2036,The Tourist,(2010),6.0,207547,37
2037,Spartacus: Blood and Sand,(2010–2013),8.5,206746,NaN
2038,Predators,(2010),6.4,200588,51
2039,Machete,(2010),6.6,182738,60
2040,Unstoppable,(2010),6.8,173667,69
2041,Blue Valentine,(2010),7.4,170816,81
2042,Knight and Day,(2010),6.3,170328,46
2043,The Next Three Days,(2010),7.4,168843,52
2044,Shrek Forever After,(2010),6.3,168603,58
2045,Love & Other Drugs,(2010),6.7,168436,55
2046,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,165847,47
2047,Get Him to the Greek,(2010),6.4,162062,65
2048,Boardwalk Empire,(2010–2014),8.6,160601,NaN
2049,Tucker and Dale vs Evil,(2010),7.6,154437,65
2050,Inception,(2010),8.8,1852305,74
2051,Shutter Island,(2010),8.1,1012435,63
2052,The Walking Dead,(2010– ),8.3,791797,NaN
2053,Sherlock,(2010– ),9.1,715835,NaN
2054,Toy Story 3,(2010),8.3,691309,92
2055,Iron Man 2,(2010),7.0,662597,57
2056,Black Swan,(2010),8.0,651557,79
2057,How to Train Your Dragon,(2010),8.1,614823,74
2058,The King's Speech,(2010),8.0,595877,88
2059,The Social Network,(2010),7.7,570864,95
2060,Kick-Ass,(2010),7.6,499060,66
2061,Despicable Me,(2010),7.7,467022,72
2062,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,428270,65
2063,Tangled,(2010),7.8,368688,71
2064,Alice in Wonderland,(I) (2010),6.5,360146,53
2065,Scott Pilgrim vs. the World,(2010),7.5,341233,69
2066,Easy A,(2010),7.1,332027,72
2067,127 Hours,(2010),7.6,325547,82
2068,The Town,(2010),7.6,323929,74
2069,The Fighter,(I) (2010),7.8,317663,79
2070,The Expendables,(2010),6.5,308902,45
2071,Due Date,(2010),6.5,304583,51
2072,Tron,(2010),6.8,297151,49
2073,True Grit,(2010),7.6,285441,80
2074,Salt,(2010),6.4,278107,65
2075,The Book of Eli,(2010),6.9,272852,53
2076,RED,(2010),7.1,272420,60
2077,Clash of the Titans,(2010),5.8,257067,39
2078,Prince of Persia: The Sands of Time,(2010),6.6,256210,50
2079,Insidious,(I) (2010),6.9,255918,52
2080,Robin Hood,(2010),6.6,240270,53
2081,The A-Team,(2010),6.8,236005,47
2082,The Other Guys,(2010),6.7,222642,64
2083,The Twilight Saga: Eclipse,(2010),5.0,212578,58
2084,Grown Ups,(I) (2010),6.0,211792,30
2085,Megamind,(2010),7.3,208887,63
2086,The Tourist,(2010),6.0,207547,37
2087,Spartacus: Blood and Sand,(2010–2013),8.5,206746,NaN
2088,Predators,(2010),6.4,200588,51
2089,Machete,(2010),6.6,182738,60
2090,Unstoppable,(2010),6.8,173667,69
2091,Blue Valentine,(2010),7.4,170816,81
2092,Knight and Day,(2010),6.3,170328,46
2093,The Next Three Days,(2010),7.4,168843,52
2094,Shrek Forever After,(2010),6.3,168603,58
2095,Love & Other Drugs,(2010),6.7,168436,55
2096,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,165847,47
2097,Get Him to the Greek,(2010),6.4,162062,65
2098,Boardwalk Empire,(2010–2014),8.6,160601,NaN
2099,Tucker and Dale vs Evil,(2010),7.6,154437,65
2100,Inception,(2010),8.8,1852305,74
2101,Shutter Island,(2010),8.1,1012435,63
2102,The Walking Dead,(2010– ),8.3,791797,NaN
2103,Sherlock,(2010– ),9.1,715835,NaN
2104,Toy Story 3,(2010),8.3,691309,92
2105,Iron Man 2,(2010),7.0,662597,57
2106,Black Swan,(2010),8.0,651557,79
2107,How to Train Your Dragon,(2010),8.1,614823,74
2108,The King's Speech,(2010),8.0,595877,88
2109,The Social Network,(2010),7.7,570864,95
2110,Kick-Ass,(2010),7.6,499060,66
2111,Despicable Me,(2010),7.7,467022,72
2112,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,428270,65
2113,Tangled,(2010),7.8,368688,71
2114,Alice in Wonderland,(I) (2010),6.5,360146,53
2115,Scott Pilgrim vs. the World,(2010),7.5,341233,69
2116,Easy A,(2010),7.1,332027,72
2117,127 Hours,(2010),7.6,325547,82
2118,The Town,(2010),7.6,323929,74
2119,The Fighter,(I) (2010),7.8,317663,79
2120,The Expendables,(2010),6.5,308902,45
2121,Due Date,(2010),6.5,304583,51
2122,Tron,(2010),6.8,297151,49
2123,True Grit,(2010),7.6,285441,80
2124,Salt,(2010),6.4,278107,65
2125,The Book of Eli,(2010),6.9,272852,53
2126,RED,(2010),7.1,272420,60
2127,Clash of the Titans,(2010),5.8,257067,39
2128,Prince of Persia: The Sands of Time,(2010),6.6,256210,50
2129,Insidious,(I) (2010),6.9,255918,52
2130,Robin Hood,(2010),6.6,240270,53
2131,The A-Team,(2010),6.8,236005,47
2132,The Other Guys,(2010),6.7,222642,64
2133,The Twilight Saga: Eclipse,(2010),5.0,212578,58
2134,Grown Ups,(I) (2010),6.0,211792,30
2135,Megamind,(2010),7.3,208887,63
2136,The Tourist,(2010),6.0,207547,37
2137,Spartacus: Blood and Sand,(2010–2013),8.5,206746,NaN
2138,Predators,(2010),6.4,200588,51
2139,Machete,(2010),6.6,182738,60
2140,Unstoppable,(2010),6.8,173667,69
2141,Blue Valentine,(2010),7.4,170816,81
2142,Knight and Day,(2010),6.3,170328,46
2143,The Next Three Days,(2010),7.4,168843,52
2144,Shrek Forever After,(2010),6.3,168603,58
2145,Love & Other Drugs,(2010),6.7,168436,55
2146,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,165847,47
2147,Get Him to the Greek,(2010),6.4,162062,65
2148,Boardwalk Empire,(2010–2014),8.6,160601,NaN
2149,Tucker and Dale vs Evil,(2010),7.6,154437,65
2150,Inception,(2010),8.8,1852305,74
2151,Shutter Island,(2010),8.1,1012435,63
2152,The Walking Dead,(2010– ),8.3,791797,NaN
2153,Sherlock,(2010– ),9.1,715850,NaN
2154,Toy Story 3,(2010),8.3,691316,92
2155,Iron Man 2,(2010),7.0,662597,57
2156,Black Swan,(2010),8.0,651557,79
2157,How to Train Your Dragon,(2010),8.1,614823,74
2158,The King's Speech,(2010),8.0,595877,88
2159,The Social Network,(2010),7.7,570864,95
2160,Kick-Ass,(2010),7.6,499060,66
2161,Despicable Me,(2010),7.7,467022,72
2162,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,428270,65
2163,Tangled,(2010),7.8,368688,71
2164,Alice in Wonderland,(I) (2010),6.5,360146,53
2165,Scott Pilgrim vs. the World,(2010),7.5,341233,69
2166,Easy A,(2010),7.1,332027,72
2167,127 Hours,(2010),7.6,325547,82
2168,The Town,(2010),7.6,323929,74
2169,The Fighter,(I) (2010),7.8,317663,79
2170,The Expendables,(2010),6.5,308902,45
2171,Due Date,(2010),6.5,304583,51
2172,Tron,(2010),6.8,297151,49
2173,True Grit,(2010),7.6,285441,80
2174,Salt,(2010),6.4,278107,65
2175,The Book of Eli,(2010),6.9,272852,53
2176,RED,(2010),7.1,272420,60
2177,Clash of the Titans,(2010),5.8,257067,39
2178,Prince of Persia: The Sands of Time,(2010),6.6,256210,50
2179,Insidious,(I) (2010),6.9,255918,52
2180,Robin Hood,(2010),6.6,240270,53
2181,The A-Team,(2010),6.8,236005,47
2182,The Other Guys,(2010),6.7,222642,64
2183,The Twilight Saga: Eclipse,(2010),5.0,212578,58
2184,Grown Ups,(I) (2010),6.0,211792,30
2185,Megamind,(2010),7.3,208887,63
2186,The Tourist,(2010),6.0,207547,37
2187,Spartacus: Blood and Sand,(2010–2013),8.5,206746,NaN
2188,Predators,(2010),6.4,200588,51
2189,Machete,(2010),6.6,182738,60
2190,Unstoppable,(2010),6.8,173667,69
2191,Blue Valentine,(2010),7.4,170816,81
2192,Knight and Day,(2010),6.3,170328,46
2193,The Next Three Days,(2010),7.4,168843,52
2194,Shrek Forever After,(2010),6.3,168603,58
2195,Love & Other Drugs,(2010),6.7,168436,55
2196,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,165847,47
2197,Get Him to the Greek,(2010),6.4,162062,65
2198,Boardwalk Empire,(2010–2014),8.6,160601,NaN
2199,Tucker and Dale vs Evil,(2010),7.6,154437,65
2200,Game of Thrones,(2011–2019),9.4,1565378,NaN
2201,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,695721,87
2202,Thor,(2011),7.0,688206,57
2203,The Intouchables,(2011),8.5,681987,57
2204,Captain America: The First Avenger,(2011),6.9,673378,66
2205,X: First Class,(2011),7.7,612680,65
2206,Drive,(I) (2011),7.8,524092,78
2207,Limitless,(I) (2011),7.4,494543,59
2208,Rise of the Planet of the Apes,(2011),7.6,474424,68
2209,Source Code,(2011),7.5,453871,74
2210,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,449571,45
2211,"Crazy, Stupid, Love.",(2011),7.4,438468,68
2212,The Hangover Part II,(2011),6.5,434662,44
2213,Mission: Impossible - Ghost Protocol,(2011),7.4,429811,73
2214,Warrior,(2011),8.2,405356,71
2215,Horrible Bosses,(2011),6.9,400060,57
2216,Sherlock Holmes: A Game of Shadows,(2011),7.5,395692,48
2217,The Help,(2011),8.1,394481,62
2218,The Girl with the Dragon Tattoo,(2011),7.8,389055,71
2219,Transformers: Dark of the Moon,(2011),6.2,367441,42
2220,Midnight in Paris,(2011),7.7,357978,81
2221,In Time,(2011),6.7,347368,53
2222,The Cabin in the Woods,(2011),7.0,340364,72
2223,Black Mirror,(2011– ),8.9,336203,NaN
2224,Fast Five,(2011),7.3,331143,66
2225,Suits,(2011– ),8.5,329274,NaN
2226,Moneyball,(2011),7.6,328275,87
2227,Super 8,(2011),7.0,321407,72
2228,Friends with Benefits,(2011),6.6,318656,63
2229,50/50,(2011),7.7,301728,72
2230,Hugo,(2011),7.5,285722,83
2231,Real Steel,(2011),7.1,284235,56
2232,Homeland,(2011– ),8.3,281041,NaN
2233,Green Lantern,(2011),5.5,253013,39
2234,Bridesmaids,(I) (2011),6.8,250486,75
2235,American Horror Story,(2011– ),8.1,250337,NaN
2236,Unknown,(I) (2011),6.9,235796,56
2237,Kung Fu Panda 2,(2011),7.2,230189,67
2238,The Grey,(2011),6.8,229439,64
2239,The Adjustment Bureau,(2011),7.1,228419,60
2240,The Descendants,(2011),7.3,223976,84
2241,Paul,(2011),7.0,221309,57
2242,Sucker Punch,(2011),6.1,218909,33
2243,I Am Number Four,(2011),6.1,218368,36
2244,The Artist,(I) (2011),7.9,217746,89
2245,Rango,(2011),7.2,217088,75
2246,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,209214,45
2247,The Ides of March,(2011),7.1,207754,67
2248,The Adventures of Tintin,(2011),7.3,203117,68
2249,Just Go with It,(2011),6.4,202793,33
2250,Game of Thrones,(2011–2019),9.4,1565378,NaN
2251,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,695721,87
2252,Thor,(2011),7.0,688206,57
